,Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Machine Failure
6221,M,301.2,310.9,1359,50.8,118,0
6222,H,301.1,310.8,1792,25.8,121,0
6223,M,301.1,310.9,1552,37.9,126,0
6224,L,301.2,311.0,1612,32.9,129,0
6225,M,301.2,311.0,1424,41.4,131,0
6226,H,301.3,311.0,1341,59.3,134,0
6227,L,301.2,310.8,1479,38.2,139,0
6228,L,301.2,310.9,1413,50.1,141,0
6229,L,301.3,310.9,2165,17.4,143,0
6230,M,301.3,311.0,1641,33.0,145,0
6231,M,301.3,311.0,1495,40.8,148,0
6232,L,301.3,311.0,1576,30.4,151,0
6233,L,301.2,310.9,1467,37.1,153,0
6234,L,301.2,310.8,1479,41.2,155,0
6235,L,301.3,310.9,1596,33.9,157,0
6236,M,301.3,310.9,1512,36.9,159,0
6237,L,301.4,310.9,1414,38.8,162,0
6238,L,301.3,310.8,1390,57.4,164,0
6239,L,301.2,310.7,1644,31.6,166,0
6240,M,301.2,310.7,1394,42.8,168,0
6241,L,301.1,310.5,1324,52.4,171,0
6242,L,301.0,310.4,1476,43.6,173,0
6243,L,301.0,310.4,2204,16.6,175,0
6244,M,301.0,310.4,1665,30.9,177,0
6245,L,300.9,310.4,1445,41.7,180,0
6246,H,300.8,310.3,1457,46.8,182,0
6247,L,300.8,310.2,1492,46.3,187,0
6248,L,300.8,310.1,1405,61.2,189,1
6249,L,300.7,310.1,1542,35.5,191,0
6250,L,300.8,310.2,1520,37.7,193,0
6251,M,300.8,310.2,1598,36.5,195,0
6252,L,300.8,310.3,1538,36.1,198,0
6253,L,300.9,310.4,1615,30.9,200,0
6254,L,301.0,310.5,1408,47.0,202,0
6255,L,301.0,310.5,1379,57.3,204,1
6256,L,301.0,310.6,1493,37.8,206,1
6257,L,301.1,310.7,1376,49.1,0,0
6258,M,301.1,310.7,1583,40.7,2,0
6259,M,301.2,310.8,1396,47.4,5,0
6260,L,301.1,310.7,1436,45.3,8,0
6261,L,301.1,310.6,1417,47.6,10,0
6262,L,301.0,310.6,1641,33.4,12,0
6263,M,301.0,310.6,1698,27.3,14,0
6264,L,300.9,310.4,1541,39.1,17,0
6265,L,300.8,310.3,1383,46.6,19,0
6266,L,300.8,310.4,1368,46.8,21,0
6267,L,300.8,310.4,1570,35.2,23,0
6268,L,300.9,310.5,1616,33.5,25,0
6269,M,300.9,310.5,1444,43.2,27,0
6270,L,300.9,310.4,2021,18.8,30,0
6271,M,300.9,310.5,1702,29.3,32,0
6272,M,301.1,310.6,1429,52.7,35,0
6273,L,301.2,310.8,1711,28.9,38,0
6274,M,301.2,310.7,1543,32.9,40,0
6275,L,301.3,310.8,1628,32.2,43,0
6276,L,301.2,310.8,1233,64.6,45,0
6277,L,301.2,310.8,1461,40.6,47,0
6278,L,301.2,310.7,1568,38.3,49,0
6279,L,301.3,310.8,1432,54.4,51,0
6280,M,301.2,310.7,1527,41.1,53,0
6281,M,301.3,310.8,1455,41.2,56,0
6282,M,301.3,310.8,1418,45.4,59,0
6283,L,301.3,310.8,1719,29.5,62,0
6284,M,301.2,310.8,1734,31.3,64,0
6285,M,301.2,310.7,1426,46.1,67,0
6286,L,301.1,310.6,1611,35.2,70,0
6287,M,301.1,310.6,1479,41.1,72,0
6288,L,301.0,310.5,1317,50.9,75,0
6289,L,301.0,310.5,1248,61.4,77,0
6290,L,301.0,310.5,1932,21.7,79,0
6291,M,301.1,310.5,1547,35.8,81,0
6292,L,301.0,310.4,1614,31.6,84,0
6293,H,301.0,310.4,1512,44.9,86,0
6294,L,301.1,310.5,1529,38.7,91,0
6295,H,301.1,310.6,1782,24.9,93,0
6296,L,301.0,310.5,1429,39.4,98,0
6297,M,301.1,310.5,1309,60.7,100,0
6298,L,301.1,310.5,1428,44.1,103,0
6299,L,301.2,310.6,1385,49.2,105,0
6300,L,301.2,310.7,1517,39.4,107,0
6301,M,301.2,310.6,1576,39.6,109,0
6302,L,301.2,310.6,1437,51.2,112,0
6303,H,301.2,310.6,1457,50.5,114,0
6304,L,301.1,310.5,1532,37.5,119,0
6305,M,301.1,310.5,1603,32.6,121,0
6306,L,301.0,310.4,1563,34.4,124,0
6307,L,301.0,310.3,1617,34.5,126,0
6308,M,300.8,310.1,1686,26.9,128,0
6309,L,300.9,310.2,1382,50.4,131,0
6310,L,300.9,310.1,2090,17.8,133,0
6311,L,300.9,310.3,1446,44.5,135,0
6312,M,300.9,310.2,1533,38.1,137,0
6313,L,300.9,310.3,1440,47.6,140,0
6314,M,301.0,310.4,1793,25.0,142,0
6315,M,301.0,310.4,1517,46.1,145,0
6316,L,300.9,310.4,1544,36.0,148,0
6317,L,300.9,310.3,1321,48.8,150,0
6318,M,300.9,310.3,1416,50.9,152,0
6319,L,300.8,310.2,1514,40.0,155,0
6320,M,300.8,310.2,1304,52.5,157,0
6321,L,300.7,310.2,1286,64.9,160,0
6322,M,300.7,310.1,1483,40.2,162,0
6323,L,300.7,310.1,1351,46.9,165,0
6324,M,300.7,310.1,1367,52.6,167,0
6325,L,300.7,310.1,1721,32.3,170,0
6326,L,300.6,310.0,1455,40.4,172,0
6327,L,300.6,310.0,1425,49.5,174,0
6328,L,300.7,310.0,1672,29.7,176,0
6329,M,300.7,310.0,1641,34.6,178,0
6330,M,300.5,310.0,1580,37.0,181,0
6331,H,300.5,310.0,1495,47.4,184,0
6332,M,300.5,309.9,1994,19.8,189,0
6333,M,300.4,309.9,1415,31.8,192,0
6334,M,300.4,309.8,1725,30.4,195,0
6335,M,300.4,309.8,1430,43.4,198,0
6336,L,300.4,309.8,1395,48.1,201,0
6337,M,300.4,309.8,1435,43.6,203,0
6338,L,300.4,309.9,1681,28.6,206,0
6339,L,300.5,310.0,1451,48.6,208,0
6340,H,300.5,309.9,1397,45.9,210,1
6341,M,300.4,309.8,1421,47.2,0,0
6342,M,300.3,309.8,1444,42.0,3,0
6343,L,300.2,309.8,1827,23.0,6,0
6344,H,300.2,309.8,1374,47.7,8,0
6345,L,300.2,309.8,1650,29.6,13,0
6346,L,300.2,309.7,1275,60.7,15,0
6347,L,300.2,309.7,1421,44.6,17,0
6348,L,300.2,309.8,1557,33.8,19,0
6349,L,300.1,309.8,1506,35.2,21,0
6350,L,300.1,309.7,1362,49.1,23,0
6351,L,300.0,309.7,1542,47.1,25,0
6352,L,300.0,309.6,1496,38.8,27,0
6353,M,300.0,309.6,1491,42.0,29,0
6354,L,300.1,309.6,1565,34.8,32,0
6355,L,300.1,309.7,1481,37.9,34,0
6356,M,300.1,309.7,1420,48.4,36,0
6357,L,300.2,309.8,1398,54.8,39,0
6358,M,300.2,309.8,1466,45.7,41,0
6359,L,300.1,309.8,1430,56.7,44,0
6360,L,300.1,309.7,1441,40.1,46,0
6361,M,300.1,309.7,1348,57.3,48,0
6362,L,300.0,309.6,1738,28.7,51,0
6363,M,300.0,309.6,1618,36.2,53,0
6364,M,299.9,309.6,1489,41.7,56,0
6365,M,299.9,309.5,1412,57.9,59,0
6366,M,299.9,309.5,2065,18.1,62,0
6367,L,300.0,309.6,1571,33.1,65,0
6368,M,300.0,309.6,1423,48.7,67,0
6369,H,300.0,309.5,1781,24.9,70,0
6370,L,300.1,309.6,1321,46.9,75,0
6371,L,300.1,309.6,1546,36.7,77,0
6372,M,300.0,309.5,1879,22.4,79,0
6373,H,300.0,309.5,1735,28.9,82,0
6374,L,300.0,309.5,1506,38.8,87,0
6375,H,300.0,309.6,1629,32.3,89,0
6376,L,300.0,309.6,1694,28.7,94,0
6377,L,300.1,309.6,1541,37.0,96,0
6378,L,300.0,309.6,1514,44.6,98,0
6379,L,300.1,309.7,1485,45.9,100,0
6380,L,300.2,309.8,1430,55.0,102,0
6381,L,300.2,309.7,1771,27.1,104,0
6382,L,300.2,309.8,1481,41.9,106,0
6383,H,300.2,309.7,1483,43.8,108,0
6384,H,300.1,309.6,1463,45.1,113,0
6385,L,300.1,309.7,1410,48.3,118,0
6386,L,300.2,309.7,1656,34.3,120,0
6387,M,300.2,309.8,1487,39.2,122,0
6388,H,300.3,309.9,1509,46.6,125,0
6389,H,300.3,309.9,1677,30.1,130,0
6390,L,300.3,309.8,1450,55.0,135,0
6391,M,300.2,309.7,1413,43.0,137,0
6392,L,300.1,309.7,1680,33.8,140,0
6393,L,300.2,309.7,1678,30.5,142,0
6394,M,300.2,309.7,1408,44.0,144,0
6395,M,300.1,309.6,1376,52.1,147,0
6396,L,300.0,309.6,1526,46.4,150,0
6397,M,300.0,309.6,1587,32.6,152,0
6398,L,300.1,309.7,1351,58.2,155,0
6399,M,300.1,309.6,1501,38.0,157,0
6400,L,300.1,309.7,1601,35.8,160,0
6401,M,300.0,309.6,1573,39.7,162,0
6402,M,300.1,309.6,1584,36.7,165,0
6403,L,300.1,309.6,1649,33.6,168,0
6404,M,300.2,309.7,1183,61.4,170,0
6405,L,300.1,309.7,2151,17.5,173,0
6406,L,300.2,309.8,1526,45.6,175,0
6407,M,300.3,309.9,1611,29.0,177,0
6408,L,300.3,309.9,1601,31.7,180,0
6409,L,300.3,310.0,1560,40.8,182,0
6410,L,300.4,310.1,1544,41.9,184,0
6411,M,300.4,310.0,1560,42.3,186,0
6412,L,300.4,310.0,1423,44.2,189,0
6413,L,300.4,310.1,1614,33.5,191,0
6414,M,300.4,310.1,1457,35.1,193,0
6415,L,300.4,310.1,1503,42.2,196,0
6416,H,300.4,310.1,1484,38.0,198,0
6417,L,300.3,309.9,1540,39.9,203,0
6418,H,300.3,309.9,1405,52.1,205,0
6419,H,300.3,309.9,1394,46.7,210,1
6420,L,300.3,309.9,1518,36.4,0,0
6421,L,300.3,309.9,1527,41.4,2,0
6422,L,300.3,309.9,1377,55.3,4,0
6423,M,300.3,310.0,1537,37.5,6,0
6424,M,300.3,310.0,1409,43.2,9,0
6425,L,300.3,309.9,1393,56.1,12,0
6426,L,300.2,309.7,1448,36.8,14,0
6427,L,300.2,309.8,1418,49.3,16,0
6428,M,300.2,309.8,1743,24.1,18,0
6429,M,300.2,309.8,1394,47.4,21,0
6430,L,300.3,309.8,1523,39.2,24,0
6431,L,300.2,309.8,1353,59.4,26,0
6432,M,300.3,309.9,1447,46.5,28,0
6433,L,300.3,309.9,1570,34.0,31,0
6434,M,300.3,309.9,1494,38.5,33,0
6435,L,300.3,309.9,1621,34.1,36,0
6436,L,300.4,310.0,1769,26.1,38,0
6437,L,300.4,310.0,1282,66.1,40,0
6438,L,300.4,310.0,1581,30.3,42,0
6439,L,300.6,310.1,1656,32.7,44,0
6440,L,300.6,310.2,1648,31.7,46,0
6441,L,300.7,310.2,1639,31.4,48,0
6442,L,300.7,310.2,1348,54.8,50,0
6443,L,300.8,310.3,1537,33.3,52,0
6444,M,300.8,310.3,1270,61.0,54,0
6445,L,300.7,310.3,1662,34.4,57,0
6446,M,300.7,310.3,1471,40.2,59,0
6447,L,300.6,310.1,1337,45.8,62,0
6448,H,300.7,310.2,1877,24.8,64,0
6449,L,300.6,310.2,1519,44.6,69,0
6450,L,300.6,310.2,1378,47.3,71,0
6451,L,300.7,310.2,1696,27.5,73,0
6452,L,300.7,310.1,1376,50.8,75,0
6453,L,300.7,310.2,1807,24.2,77,0
6454,L,300.7,310.1,1598,32.8,79,0
6455,L,300.7,310.1,1565,40.2,81,0
6456,L,300.7,310.2,1387,50.6,83,0
6457,L,300.7,310.0,1395,48.0,85,0
6458,M,300.6,310.0,1302,62.9,87,0
6459,M,300.6,310.0,1397,55.2,90,0
6460,L,300.6,310.0,1313,52.9,93,0
6461,L,300.6,310.0,1505,35.9,95,0
6462,H,300.6,310.0,1483,44.0,97,0
6463,H,300.5,310.0,1358,60.4,102,0
6464,M,300.5,309.9,1735,27.0,107,0
6465,M,300.5,309.8,1416,48.5,110,0
6466,L,300.4,309.7,1740,31.1,113,0
6467,L,300.4,309.7,1692,27.4,115,0
6468,L,300.5,309.8,1507,42.5,117,0
6469,M,300.4,309.6,1521,35.0,119,0
6470,L,300.4,309.6,1379,54.5,122,0
6471,L,300.4,309.6,1523,38.5,124,0
6472,H,300.4,309.6,1571,33.6,126,0
6473,H,300.4,309.5,1547,50.7,131,0
6474,M,300.5,309.7,1347,54.3,136,0
6475,L,300.5,309.7,1560,30.2,139,0
6476,L,300.5,309.7,1384,48.6,141,0
6477,L,300.5,309.7,1841,24.6,143,0
6478,L,300.5,309.8,1663,29.1,145,1
6479,L,300.6,309.8,1418,42.7,147,0
6480,L,300.7,309.9,1775,26.6,149,0
6481,L,300.7,309.8,1406,48.4,151,0
6482,L,300.6,309.9,1480,43.7,153,0
6483,L,300.7,309.9,1412,45.3,155,0
6484,H,300.6,309.8,1913,22.5,157,0
6485,L,300.6,309.8,1629,37.6,162,0
6486,L,300.5,309.8,1939,21.4,164,0
6487,H,300.6,309.8,1541,36.2,166,0
6488,L,300.7,309.8,1330,54.4,171,0
6489,M,300.7,309.8,1490,38.8,173,0
6490,L,300.7,309.9,1383,44.5,176,0
6491,L,300.8,310.0,1468,52.7,178,0
6492,M,300.8,309.9,1444,46.0,180,0
6493,L,300.7,309.8,1363,53.1,183,0
6494,L,300.6,309.7,1617,33.2,185,0
6495,M,300.6,309.8,1694,31.1,187,0
6496,L,300.7,309.9,1815,27.0,190,0
6497,L,300.8,309.9,1312,65.3,192,1
6498,H,300.8,309.9,2041,19.2,194,0
6499,L,300.9,310.0,1671,26.8,199,0
6500,M,300.9,310.0,1416,46.6,201,0
6501,M,300.9,310.0,1600,36.0,204,0
6502,L,300.9,310.0,2595,13.7,207,0
6503,M,300.9,309.9,1465,42.9,209,0
6504,M,301.0,310.1,1681,27.4,212,0
6505,L,301.1,310.1,1457,39.6,215,0
6506,H,301.0,310.1,1454,44.1,217,0
6507,L,301.0,310.1,1558,32.6,0,0
6508,H,301.0,310.1,1756,30.7,2,0
6509,L,301.1,310.1,1564,36.8,7,0
6510,L,301.1,310.2,1455,55.3,9,0
6511,M,301.2,310.1,2280,15.7,11,0
6512,M,301.1,310.0,1433,48.1,14,0
6513,L,301.1,310.0,1513,38.0,17,0
6514,L,301.0,309.9,1507,41.8,19,0
6515,L,301.0,310.0,1480,43.5,21,0
6516,H,301.1,310.0,1470,40.1,23,0
6517,L,301.1,310.1,1540,36.6,28,0
6518,H,301.0,310.0,1212,67.9,30,0
6519,L,301.1,310.1,1417,46.9,35,0
6520,M,301.2,310.1,1666,34.9,37,0
6521,L,301.1,310.1,1666,27.2,40,0
6522,L,301.1,310.1,1489,45.8,42,0
6523,M,301.1,310.2,1850,27.7,44,0
6524,L,301.1,310.4,1874,24.8,47,0
6525,L,301.1,310.4,1312,73.6,49,1
6526,L,301.2,310.4,1515,38.4,51,0
6527,L,301.2,310.4,1516,44.4,53,0
6528,L,301.2,310.5,1546,40.0,55,0
6529,L,301.3,310.6,1481,40.9,57,0
6530,H,301.3,310.6,1605,32.5,59,0
6531,H,301.2,310.7,1656,26.2,64,0
6532,H,301.2,310.6,1352,52.0,69,0
6533,L,301.3,310.7,1504,47.2,74,0
6534,L,301.3,310.6,1436,44.2,76,0
6535,H,301.2,310.5,1505,43.6,78,0
6536,L,301.3,310.5,1406,47.1,83,0
6537,M,301.3,310.5,1481,39.7,85,0
6538,L,301.4,310.7,1487,44.6,88,0
6539,L,301.4,310.7,1436,54.1,90,0
6540,M,301.4,310.7,1368,63.7,92,1
6541,L,301.4,310.7,1509,38.3,95,0
6542,L,301.4,310.8,1543,36.9,97,0
6543,L,301.4,310.8,1698,29.6,99,0
6544,M,301.4,310.7,1470,46.5,101,0
6545,M,301.4,310.8,1738,30.3,104,0
6546,M,301.4,310.8,1530,39.9,107,0
6547,L,301.4,310.8,1740,29.2,110,0
6548,L,301.4,310.8,1770,24.1,112,0
6549,H,301.3,310.6,1527,44.0,114,0
6550,L,301.3,310.7,1516,46.0,119,0
6551,L,301.4,310.7,1616,36.5,121,0
6552,L,301.4,310.7,1786,26.1,123,0
6553,L,301.4,310.8,1389,52.7,125,0
6554,M,301.4,310.7,1639,29.8,127,0
6555,H,301.5,310.7,1394,46.7,130,0
6556,L,301.5,310.7,1686,27.9,135,0
6557,M,301.5,310.6,1638,31.9,137,0
6558,M,301.5,310.6,1447,41.9,140,0
6559,H,301.5,310.6,1512,39.0,143,0
6560,L,301.6,310.8,1961,21.8,148,0
6561,L,301.5,310.7,1596,35.4,150,0
6562,M,301.5,310.7,1871,21.3,152,0
6563,L,301.5,310.7,1942,20.5,155,0
6564,L,301.4,310.6,1557,38.2,157,0
6565,L,301.4,310.6,1550,36.8,159,0
6566,L,301.3,310.6,1966,22.6,161,0
6567,M,301.3,310.6,1499,36.1,163,0
6568,L,301.3,310.6,1521,36.3,166,0
6569,M,301.4,310.7,1375,42.0,168,0
6570,L,301.4,310.6,1634,31.1,171,0
6571,M,301.3,310.6,1378,49.4,173,0
6572,L,301.4,310.7,1428,53.7,176,0
6573,M,301.4,310.6,1855,25.3,178,0
6574,L,301.4,310.6,1578,33.0,181,0
6575,M,301.4,310.5,1451,45.3,183,0
6576,L,301.5,310.5,1644,34.9,186,0
6577,L,301.4,310.4,1388,45.3,188,0
6578,L,301.4,310.4,1543,40.9,190,0
6579,L,301.3,310.4,1501,41.6,192,0
6580,L,301.3,310.4,1507,39.1,194,0
6581,L,301.4,310.4,1559,36.0,196,0
6582,L,301.5,310.5,1528,35.7,198,0
6583,M,301.5,310.5,1503,38.2,200,0
6584,L,301.5,310.5,1372,44.0,203,0
6585,M,301.5,310.5,1600,32.8,205,0
6586,L,301.5,310.6,1453,44.0,208,0
6587,M,301.6,310.7,1813,24.6,210,0
6588,L,301.6,310.7,1457,40.4,213,0
6589,M,301.6,310.6,1553,38.9,0,0
6590,L,301.7,310.7,1763,25.9,3,0
6591,L,301.7,310.7,2023,20.9,5,0
6592,M,301.6,310.7,1457,47.8,7,0
6593,L,301.6,310.7,1679,29.5,10,0
6594,L,301.6,310.6,2103,19.7,12,0
6595,M,301.5,310.7,1460,38.6,14,0
6596,M,301.5,310.7,1454,39.4,17,0
6597,L,301.5,310.6,1481,46.8,20,0
6598,L,301.5,310.7,1424,51.1,22,0
6599,L,301.6,310.7,1494,39.5,24,0
6600,M,301.5,310.6,1424,47.0,26,0
6601,M,301.5,310.7,1347,47.9,29,0
6602,L,301.5,310.6,1374,46.7,32,0
6603,M,301.5,310.6,1403,47.4,34,0
6604,M,301.5,310.6,1573,37.4,37,0
6605,M,301.6,310.6,1691,30.1,40,0
6606,H,301.5,310.5,1538,44.3,43,0
6607,L,301.5,310.5,1556,39.1,48,0
6608,M,301.5,310.4,1593,36.8,50,0
6609,L,301.5,310.4,1474,39.9,53,0
6610,L,301.5,310.4,1543,34.0,55,0
6611,H,301.5,310.5,1587,33.8,57,0
6612,L,301.6,310.6,1222,70.0,62,0
6613,L,301.7,310.6,1513,41.1,64,0
6614,L,301.7,310.6,1660,28.7,66,0
6615,L,301.7,310.6,1545,42.1,68,0
6616,M,301.7,310.6,1380,45.8,70,0
6617,L,301.6,310.6,1321,60.8,73,0
6618,M,301.6,310.6,1309,65.8,75,1
6619,M,301.7,310.7,1627,31.3,78,0
6620,M,301.6,310.7,1791,23.8,81,0
6621,M,301.7,310.7,1861,21.8,84,0
6622,L,301.7,310.7,1493,51.1,87,0
6623,M,301.7,310.7,1442,41.1,89,0
6624,L,301.7,310.7,1532,39.8,92,0
6625,M,301.6,310.7,1421,44.4,94,0
6626,L,301.6,310.6,1613,42.5,97,0
6627,M,301.7,310.6,1876,22.1,99,0
6628,L,301.6,310.5,1593,34.5,102,0
6629,L,301.6,310.5,1397,49.4,104,0
6630,M,301.6,310.5,1414,49.3,106,0
6631,M,301.5,310.4,1378,55.3,109,0
6632,L,301.4,310.4,1301,51.2,112,0
6633,M,301.5,310.5,1737,29.3,114,0
6634,L,301.5,310.5,1396,44.5,117,0
6635,L,301.5,310.5,1534,39.3,119,0
6636,M,301.5,310.5,1774,25.5,121,0
6637,H,301.5,310.5,1453,48.0,124,0
6638,L,301.5,310.5,1453,44.2,129,0
6639,L,301.4,310.5,1380,48.4,131,0
6640,L,301.4,310.4,1334,43.2,133,0
6641,L,301.5,310.5,1702,28.7,135,0
6642,L,301.6,310.6,1431,37.5,137,0
6643,M,301.5,310.5,1308,60.5,139,0
6644,L,301.5,310.6,1565,43.9,142,0
6645,M,301.5,310.4,1486,39.6,144,0
6646,L,301.5,310.5,1479,34.2,147,0
6647,L,301.5,310.5,1927,22.4,149,0
6648,L,301.5,310.4,1488,41.1,151,0
6649,M,301.5,310.4,1350,54.9,153,0
6650,L,301.6,310.4,1561,35.3,156,0
6651,M,301.5,310.4,1276,55.6,158,0
6652,H,301.5,310.4,1580,35.7,161,0
6653,M,301.4,310.3,1610,29.1,166,0
6654,L,301.4,310.3,2203,16.6,169,0
6655,L,301.4,310.3,1639,32.7,171,0
6656,M,301.4,310.4,1553,44.7,173,0
6657,L,301.4,310.3,1374,47.6,176,0
6658,L,301.4,310.4,1430,50.9,178,0
6659,L,301.3,310.3,1626,31.3,180,0
6660,H,301.4,310.5,1421,43.8,182,0
6661,M,301.3,310.4,1501,39.8,187,0
6662,M,301.3,310.4,2093,18.7,190,0
6663,L,301.3,310.4,1504,47.2,193,0
6664,L,301.3,310.4,1538,38.4,195,0
6665,L,301.3,310.4,1440,41.5,197,0
6666,L,301.3,310.4,1414,51.4,199,0
6667,H,301.4,310.5,1536,39.9,201,0
6668,L,301.4,310.5,1476,39.2,206,0
6669,L,301.4,310.5,1571,33.9,208,0
6670,L,301.5,310.6,1998,20.2,210,0
6671,L,301.5,310.6,1357,42.1,212,0
6672,L,301.6,310.7,1424,50.5,214,0
6673,L,301.6,310.7,1380,51.8,216,1
6674,L,301.5,310.7,1618,35.5,218,0
6675,L,301.5,310.6,1579,28.0,220,0
6676,L,301.5,310.7,1423,44.0,222,0
6677,L,301.5,310.7,1435,38.5,224,0
6678,M,301.5,310.7,1336,65.6,0,1
6679,L,301.6,310.8,1392,42.4,3,0
6680,L,301.5,310.8,1417,49.7,5,0
6681,L,301.4,310.7,1425,45.1,7,0
6682,L,301.5,310.8,1512,38.9,9,0
6683,L,301.5,310.9,1318,50.6,11,0
6684,L,301.6,310.9,1538,40.4,13,0
6685,L,301.6,310.9,1532,43.6,15,0
6686,L,301.7,311.0,1715,24.8,17,0
6687,L,301.7,311.0,1700,28.7,19,0
6688,L,301.7,311.0,1548,40.3,21,0
6689,L,301.7,311.0,1546,43.0,23,0
6690,L,301.7,311.0,1343,49.2,25,0
6691,M,301.7,311.0,1510,47.8,27,0
6692,M,301.8,311.0,1839,23.6,30,0
6693,M,301.8,311.0,1756,26.7,33,0
6694,M,301.7,310.9,1300,62.7,36,0
6695,M,301.7,311.0,1311,55.8,39,0
6696,L,301.7,310.9,1636,31.3,42,0
6697,L,301.6,310.9,1643,34.1,44,0
6698,L,301.6,310.8,1418,44.7,46,0
6699,M,301.7,310.8,1516,40.4,48,0
6700,H,301.6,310.9,1419,50.2,51,0
6701,L,301.6,310.9,1623,34.1,56,0
6702,M,301.6,310.8,1664,32.0,58,0
6703,M,301.5,310.7,1744,28.2,61,0
6704,M,301.5,310.7,1510,36.0,64,0
6705,M,301.5,310.6,1382,58.1,67,0
6706,L,301.4,310.6,1381,46.1,70,0
6707,L,301.3,310.6,1556,39.0,72,0
6708,M,301.4,310.6,1464,37.4,74,0
6709,L,301.4,310.6,1481,37.6,77,0
6710,L,301.5,310.7,1323,49.7,79,0
6711,L,301.5,310.7,1426,46.1,81,0
6712,H,301.4,310.7,1516,36.4,83,0
6713,L,301.3,310.6,1416,45.2,88,0
6714,L,301.3,310.6,1440,53.8,90,0
6715,L,301.3,310.6,1576,30.4,92,0
6716,L,301.3,310.6,1387,53.6,94,0
6717,M,301.4,310.6,1464,48.6,96,0
6718,L,301.4,310.6,2137,18.0,99,0
6719,M,301.4,310.6,1431,40.6,101,0
6720,L,301.3,310.6,1458,48.0,104,0
6721,L,301.4,310.7,1280,61.0,106,0
6722,L,301.4,310.7,1657,28.7,108,0
6723,M,301.4,310.6,1565,36.1,110,0
6724,L,301.3,310.6,1560,36.8,113,0
6725,M,301.5,310.7,1359,47.1,115,0
6726,L,301.5,310.8,1500,41.0,118,0
6727,L,301.5,310.8,1785,25.5,120,0
6728,L,301.5,310.9,1891,23.2,122,0
6729,H,301.5,310.9,1524,40.4,124,0
6730,M,301.6,311.0,1431,42.3,129,0
6731,L,301.6,310.9,1385,51.2,132,0
6732,L,301.7,311.0,1503,44.8,134,0
6733,M,301.7,311.0,1311,46.8,136,0
6734,M,301.6,310.9,1575,40.1,139,0
6735,L,301.6,311.0,1485,40.1,142,0
6736,L,301.7,311.0,1527,42.2,144,0
6737,M,301.7,311.0,1537,33.5,146,0
6738,H,301.8,311.1,1463,50.1,149,0
6739,L,301.7,311.2,1482,43.6,154,0
6740,L,301.8,311.2,1417,55.9,156,0
6741,M,301.7,311.1,1506,39.5,158,0
6742,H,301.7,311.2,1639,30.0,161,0
6743,L,301.7,311.2,1418,38.0,166,0
6744,M,301.7,311.0,1298,58.1,168,0
6745,M,301.8,311.1,1395,44.6,171,0
6746,M,301.7,311.1,1578,40.5,174,0
6747,M,301.8,311.1,1597,29.8,177,0
6748,H,301.7,311.0,2016,19.3,180,0
6749,L,301.7,311.0,1585,35.9,185,0
6750,M,301.7,311.0,1505,44.0,187,0
6751,M,301.7,311.0,1505,37.1,190,0
6752,L,301.6,310.9,1706,29.5,193,0
6753,L,301.6,310.9,1385,50.7,195,0
6754,L,301.8,311.1,1495,36.9,197,0
6755,M,301.8,311.1,1663,31.6,199,0
6756,L,301.8,311.2,1840,26.6,202,0
6757,L,301.8,311.2,1822,26.2,204,0
6758,L,301.7,311.1,1644,32.8,206,0
6759,L,301.7,311.0,1441,44.3,208,1
6760,L,301.5,310.9,1451,40.6,0,0
6761,L,301.5,310.9,1400,50.8,2,0
6762,L,301.4,310.8,1362,53.2,4,0
6763,M,301.4,310.8,1782,26.5,6,0
6764,L,301.4,310.9,1536,38.3,9,0
6765,L,301.5,310.9,1580,32.3,11,0
6766,M,301.4,311.0,1427,43.2,13,0
6767,L,301.3,310.9,1509,41.7,16,0
6768,H,301.3,310.8,1434,39.5,18,0
6769,L,301.2,310.8,1392,52.6,23,0
6770,M,301.3,310.8,1509,40.1,25,0
6771,M,301.2,310.7,1962,22.5,28,0
6772,L,301.3,310.7,1536,39.3,31,0
6773,L,301.3,310.8,1381,47.9,33,0
6774,H,301.2,310.7,1747,27.3,35,0
6775,L,301.2,310.6,1670,30.0,40,0
6776,L,301.3,310.6,1451,47.5,42,0
6777,L,301.2,310.7,1951,21.3,44,0
6778,M,301.3,310.7,1819,25.5,46,0
6779,M,301.3,310.8,1372,54.2,49,0
6780,L,301.3,310.8,1560,38.5,52,0
6781,M,301.3,310.8,1494,35.3,54,0
6782,L,301.3,310.8,1531,53.4,57,0
6783,L,301.3,310.8,1450,46.9,59,0
6784,M,301.3,310.7,1391,52.5,61,0
6785,L,301.2,310.6,1389,45.3,64,0
6786,L,301.2,310.6,1409,50.9,66,0
6787,H,301.1,310.6,1388,58.5,68,0
6788,M,301.1,310.6,1410,43.9,73,0
6789,M,301.1,310.5,1646,30.7,76,0
6790,M,301.1,310.7,2219,16.7,79,0
6791,L,301.2,310.7,1551,41.2,82,0
6792,L,301.2,310.6,1811,24.0,84,0
6793,L,301.3,310.7,1608,31.4,86,0
6794,L,301.3,310.8,1428,55.2,88,0
6795,L,301.4,310.8,1477,50.4,90,0
6796,M,301.3,310.7,1300,58.3,92,0
6797,M,301.2,310.7,1615,34.9,95,0
6798,L,301.2,310.7,1676,32.4,98,0
6799,M,301.1,310.7,2636,12.2,100,1
6800,M,301.1,310.6,1310,48.8,103,0
6801,L,301.1,310.7,1334,48.2,106,0
